pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,loneliness_zscore
NE31DQ,2016,1271.5,Q49,13T,424222,568337,E01008355,E02001713,A1,E12000001,E08000021,-71,0.278477302
NE31NB,2016,1708.083333,Q49,13T,424491,567488,E01008420,E02001712,A1,E12000001,E08000021,7,0.511586832
NE31NU,2016,4185.5,Q49,13T,424464,567578,E01008419,E02001713,A1,E12000001,E08000021,89,-0.343276233
NE31TX,2016,2968.75,Q49,13T,424470,568137,E01008355,E02001713,A1,E12000001,E08000021,-71,-0.279561658
NE323UX,2016,3265.583333,Q49,00N,432612,565235,E01008604,E02001774,A1,E12000001,E08000023,105,-0.707617391
NE325AG,2016,1049.083333,Q49,00N,432645,564947,E01008660,E02001774,A1,E12000001,E08000023,-25,-0.21901378
NE325SE,2016,3021.083333,Q49,00N,432328,564924,E01008654,E02001776,A1,E12000001,E08000023,1,-0.911962829
NE32PE,2016,4061.75,Q49,13T,422776,568877,E01008337,E02001710,A1,E12000001,E08000021,8,-0.655722741
NE332PG,2016,1199.166667,Q49,00N,436751,567255,E01008596,E02001768,A1,E12000001,E08000023,101,-0.700160404
NE333ET,2016,1890.666667,Q49,00N,437174,566130,E01008677,E02001770,A1,E12000001,E08000023,100,-0.044285708
NE334DX,2016,2944.166667,Q49,00N,436783,565999,E01008668,E02001769,A1,E12000001,E08000023,77,-0.023074079
NE334EG,2016,932.4166667,Q49,00N,436901,566033,E01008668,E02001769,A1,E12000001,E08000023,77,0.034692468
NE334JP,2016,2739.333333,Q49,00N,436515,565775,E01008683,E02001772,A1,E12000001,E08000023,16,0.41972216
NE334QY,2016,4151.583333,Q49,00N,436067,564696,E01008591,E02001778,A1,E12000001,E08000023,-14,-0.381855896
NE335DU,2016,4459.833333,Q49,00N,436138,566045,E01008666,E02001769,A1,E12000001,E08000023,-3,-0.177441026
NE340BX,2016,2723.583333,Q49,00N,435903,564414,E01008590,E02001778,A1,E12000001,E08000023,21,-1.093134268
NE346RE,2016,4065.333333,Q49,00N,438490,565260,E01008636,E02001775,A1,E12000001,E08000023,36,-0.253893736
NE348PS,2016,4877.583333,Q49,00N,437528,564231,E01033074,E02001780,A1,E12000001,E08000023,-75,-0.352327552
NE349BP,2016,1551.916667,Q49,00N,434971,564360,E01008672,E02001779,A1,E12000001,E08000023,93,-0.01056328
NE359AN,2016,4784.166667,Q49,00N,434640,561812,E01008613,E02001788,A1,E12000001,E08000023,-80,0.289326416
NE35JP,2016,871.5,Q49,13T,424313,569121,E01008358,E02001709,A1,E12000001,E08000021,20,0.15373115
NE35NF,2016,1652.833333,Q49,13T,423936,570334,E01008309,E02001709,A1,E12000001,E08000021,11,-0.962653469
NE372PU,2016,8396.5,Q49,00P,430558,557737,E01008858,E02001799,A1,E12000001,E08000024,74,0.447298723
NE387NQ,2016,5587.916667,Q49,00P,430160,556110,E01008848,E02001809,A1,E12000001,E08000024,125,0.753098709
NE388JF,2016,1828.3,Q49,00P,431577,556429,E01008846,E02001807,A1,E12000001,E08000024,-55,1.398420834
NE389AB,2016,741.1666667,Q49,00P,430166,554132,E01008863,E02001815,A1,E12000001,E08000024,115,1.14476366
NE389EH,2016,702.4166667,Q49,00P,429131,554031,E01008864,E02001815,A1,E12000001,E08000024,-7,2.180663532
NE391PW,2016,2216.583333,Q49,13T,416578,558326,E01008184,E02001703,D1,E12000001,E08000037,105,-0.149147602
NE403LT,2016,1230.25,Q49,13T,415243,564222,E01008250,E02001682,A1,E12000001,E08000037,32,-0.078392937
NE403NT,2016,770.5833333,Q49,13T,415320,564678,E01008249,E02001682,A1,E12000001,E08000037,35,1.122638692
NE404US,2016,2415.25,Q49,13T,413705,563474,E01008199,E02001683,A1,E12000001,E08000037,18,0.658944468
NE418DH,2016,1988.833333,Q49,00L,411413,564554,E01027513,E02005729,D1,E12000001,E06000057,100,-0.340478647
NE425HR,2016,668.25,Q49,00L,409975,563119,E01027498,E02005731,C1,E12000001,E06000057,-108,0.103418113
NE425PW,2016,2217,Q49,00L,409458,563035,E01027501,E02005731,C1,E12000001,E06000057,42,0.053277477
NE437LL,2016,1819.5,Q49,00L,406645,561391,E01027508,E02005729,D1,E12000001,E06000057,-5,0.358569579
NE455LG,2016,2304.583333,Q49,00L,399285,564361,E01027482,E02005732,D1,E12000001,E06000057,118,-0.403742617
NE45AB,2016,2822.25,Q49,13T,423118,564727,E01033556,E02001729,A1,E12000001,E08000021,118,-0.757046031
NE461QJ,2016,5087.916667,Q49,00L,393972,563976,E01027494,E02005730,C1,E12000001,E06000057,-47,-0.19124139
NE464BU,2016,1198.25,Q49,00L,392087,571287,E01027495,E02005733,E2,E12000001,E06000057,-102,1.19502165
NE46SH,2016,2465.083333,Q49,13T,423116,563914,E01008331,E02001736,A1,E12000001,E08000021,-79,0.46375829
NE476LA,2016,1809.416667,Q49,00L,384092,564592,E01027488,E02005733,D2,E12000001,E06000057,-69,0.553143212
NE47JT,2016,3307.083333,Q49,13T,423724,563790,E01008439,E02001731,A1,E12000001,E08000021,41,-0.207546685
NE482HE,2016,1124.166667,Q49,00L,383653,583307,E01027479,E02005727,E2,E12000001,E06000057,16,0.472926908
NE48AY,2016,5198.833333,Q49,13T,422746,564454,E01008333,E02001736,A1,E12000001,E08000021,-52,-1.123742574
NE48QB,2016,3146,Q49,13T,421850,563873,E01008291,E02001734,A1,E12000001,E08000021,110,0.727446814
NE499AP,2016,1890.666667,Q49,00L,370340,564038,E01027485,E02005728,D2,E12000001,E06000057,-93,0.440698241
NE49QB,2016,3038.666667,Q49,13T,422100,564676,E01008349,E02001726,A1,E12000001,E08000021,-4,0.388398186
NE49XD,2016,2823.833333,Q49,13T,421842,565592,E01008450,E02001723,A1,E12000001,E08000021,-108,-0.848070749
NE51LJ,2016,2752.333333,Q49,13T,418320,566937,E01008447,E02006893,A1,E12000001,E08000021,-115,0.262175093
NE52LH,2016,4174.5,Q49,13T,420134,567067,E01008445,E02006893,A1,E12000001,E08000021,112,-0.07867355
NE52QW,2016,2430.583333,Q49,13T,419374,566544,E01008325,E02001722,A1,E12000001,E08000021,126,-0.073485628
NE52UY,2016,2835.75,Q49,13T,420168,565526,E01008345,E02001726,A1,E12000001,E08000021,45,-1.138124828
NE53AE,2016,1040.25,Q49,13T,422057,566389,E01008300,E02001723,A1,E12000001,E08000021,-49,-0.064960442
NE611BJ,2016,5945.416667,Q49,00L,419864,586173,E01027453,E02005723,C1,E12000001,E06000057,97,0.873060581
NE611JX,2016,4800.416667,Q49,00L,420263,586422,E01027457,E02005721,C1,E12000001,E06000057,-79,-0.248300479
NE614EG,2016,673.5833333,Q49,00L,403884,586495,E01027447,E02005722,F1,E12000001,E06000057,29,-0.162578341
NE615LX,2016,915.6666667,Q49,00L,424229,594071,E01027474,E02005720,D1,E12000001,E06000057,76,1.265251953
NE61SA,2016,2477.25,Q49,13T,426992,564932,E01008303,E02001725,A1,E12000001,E08000021,-42,-0.12124053
NE61SG,2016,6213.166667,Q49,13T,426758,564845,E01008303,E02001725,A1,E12000001,E08000021,-42,0.571572167
NE625RA,2016,2780.166667,Q49,00L,425324,584877,E01027530,E02005739,D1,E12000001,E06000057,58,-0.567134466
NE62NN,2016,2089.416667,Q49,13T,428490,563650,E01008427,E02001737,A1,E12000001,E08000021,45,0.273221733
NE630NG,2016,6244.166667,Q49,00L,428061,586375,E01027537,E02005738,C1,E12000001,E06000057,-86,0.096907661
NE630XX,2016,780.6666667,Q49,00L,427594,587613,E01027528,E02005735,C1,E12000001,E06000057,-88,-0.337087296
NE639UT,2016,4381.083333,Q49,00L,427462,587805,E01027529,E02005735,C1,E12000001,E06000057,120,-0.208979491
NE63BS,2016,3744.583333,Q49,13T,429210,564297,E01008425,E02001737,A1,E12000001,E08000021,5,0.171965063
NE64QD,2016,2841.583333,Q49,13T,428149,566174,E01008433,E02001727,A1,E12000001,E08000021,127,-0.307795099
NE650HD,2016,3788,Q49,00L,426711,604363,E01027361,E02005704,D2,E12000001,E06000057,-24,-0.192891717
NE657UW,2016,1890.5,Q49,00L,405705,601671,E01027368,E02005705,D2,E12000001,E06000057,-126,-0.96823229
NE659PR,2016,532.8333333,Q49,00L,418429,600543,E01027370,E02005704,E1,E12000001,E06000057,-3,1.52991138
NE65SL,2016,3197.916667,Q49,13T,427182,566148,E01008364,E02001725,A1,E12000001,E08000021,78,-0.495662712
NE662NL,2016,2923,Q49,00L,419303,612947,E01027358,E02005703,D2,E12000001,E06000057,57,0.692696542
NE662NR,2016,3203.083333,Q49,00L,419238,612981,E01027358,E02005703,D2,E12000001,E06000057,57,0.032963017
NE707ER,2016,1479,Q49,00L,411057,633606,E01027374,E02005708,D2,E12000001,E06000057,-13,0.935614056
NE716BL,2016,1493.75,Q49,00L,398936,628091,E01027390,E02005708,D2,E12000001,E06000057,64,0.494771554
NE77TD,2016,1693.083333,Q49,99C,427049,568059,E01008320,E02001714,A1,E12000001,E08000021,-112,0.558218836
NE77XX,2016,2908.083333,Q49,99C,427137,568342,E01008469,E02001755,A1,E12000001,E08000022,-62,-0.173512523
NE81AD,2016,2819.583333,Q49,13T,425476,563220,E01008166,E02006841,A1,E12000001,E08000037,-3,1.455652964
NE81HR,2016,1243.166667,Q49,13T,425522,563096,E01008166,E02006841,A1,E12000001,E08000037,-3,-0.424538059
NE81NB,2016,3454.75,Q49,13T,425438,562498,E01008168,E02006841,A1,E12000001,E08000037,-12,-0.555672204
NE81RQ,2016,5128.083333,Q49,13T,425313,562255,E01008169,E02001689,A1,E12000001,E08000037,-75,0.238501581
NE82PQ,2016,1779.666667,Q49,13T,424120,562335,E01008258,E02001688,A1,E12000001,E08000037,-40,1.274152061
NE82UR,2016,1009.75,Q49,13T,424760,562290,E01008170,E02001689,A1,E12000001,E08000037,-118,1.538252071
NE82XB,2016,1465.916667,Q49,13T,424625,562082,E01008170,E02001689,A1,E12000001,E08000037,-118,-0.497666541
NE84DP,2016,2021.333333,Q49,13T,425608,562490,E01008168,E02006841,A1,E12000001,E08000037,-12,0.449950508
NE84QR,2016,524.0833333,Q49,13T,424751,561921,E01008170,E02001689,A1,E12000001,E08000037,-118,-0.000473988
NE95EY,2016,2465.083333,Q49,13T,425788,560114,E01008239,E02001701,A1,E12000001,E08000037,71,-0.431957925
NE95XY,2016,2786.583333,Q49,13T,426097,560491,E01008238,E02001697,A1,E12000001,E08000037,-41,-0.311858247
NE96YS,2016,1568,Q49,13T,426741,559900,E01008219,E02001697,A1,E12000001,E08000037,103,0.785905381
NE97AD,2016,3535.75,Q49,13T,427568,559071,E01008218,E02001702,A1,E12000001,E08000037,14,0.316921315
NG101QQ,2016,4460,Q55,03X,449032,333712,E01019647,E02004089,B1,E12000004,E07000036,-38,-0.584089213
NG101RY,2016,6368.166667,Q55,03X,449030,334038,E01019679,E02004089,B1,E12000004,E07000036,11,-0.447381808
NG103RJ,2016,1581.416667,Q55,03X,447635,333034,E01019708,E02004088,B1,E12000004,E07000036,-21,-0.24015779
NG104NP,2016,2281,Q55,03X,448351,334333,E01019649,E02004087,B1,E12000004,E07000036,27,-0.113989504
NG105HZ,2016,2343.916667,Q55,03X,447548,336359,E01019693,E02004085,B1,E12000004,E07000036,115,-0.366112745
NG116HD,2016,2238.75,Q55,04N,457193,333019,E01028404,E02005916,B1,E12000004,E07000176,99,-0.716486599
NG118AD,2016,2918,Q55,04K,455540,334604,E01013897,E02002902,B1,E12000004,E06000018,59,-0.547359966
NG118EW,2016,4873.916667,Q55,04K,455503,334365,E01013907,E02002902,B1,E12000004,E06000018,-58,0.192769142
NG122GD,2016,2752.25,Q55,04N,464724,339183,E01028414,E02005908,D1,E12000004,E07000176,33,-0.010179925
NG125JU,2016,3631.416667,Q55,04N,461120,330827,E01028383,E02005918,D1,E12000004,E07000176,-95,-0.11588628
NG130AN,2016,2681.75,Q59,04Q,480435,338997,E01025886,E02005391,D1,E12000004,E07000133,44,0.68273401
NG138FD,2016,7967.833333,Q55,04N,470328,340015,E01028358,E02005907,D1,E12000004,E07000176,-90,0.884541983
NG138NY,2016,2260.666667,Q55,04N,470090,342871,E01028403,E02005906,D1,E12000004,E07000176,-94,1.606966429
NG13LW,2016,2626.666667,Q55,04K,457454,340323,E01033409,E02002890,B1,E12000004,E06000018,89,0.155589686
NG145BG,2016,1263.833333,Q55,04L,464451,343955,E01028148,E02005872,D1,E12000004,E07000173,44,1.191490689
NG145EA,2016,1130.666667,Q55,04L,464725,343925,E01028149,E02005872,D1,E12000004,E07000173,120,0.461990733
NG146FP,2016,3193.416667,Q55,04L,461659,349267,E01028151,E02005866,D1,E12000004,E07000173,51,0.758392309
NG147BG,2016,770.5833333,Q55,04L,466923,346714,E01028331,E02005905,D1,E12000004,E07000175,-127,0.956158405
NG156DY,2016,4853.75,Q55,04L,453254,348362,E01027927,E02005832,B1,E12000004,E07000170,-57,0.086848507
NG157JE,2016,3968.25,Q55,04L,453331,348972,E01027927,E02005832,B1,E12000004,E07000170,-57,0.26613812
NG157JP,2016,667.75,Q55,04L,453361,348928,E01027927,E02005832,B1,E12000004,E07000170,-57,-0.571861511
NG157UA,2016,2390.833333,Q55,04L,453779,349115,E01027932,E02005832,B1,E12000004,E07000170,38,-0.370314218
NG162GE,2016,1448.5,Q55,04L,448130,345805,E01028115,E02005852,B1,E12000004,E07000172,16,0.664426644
NG162NB,2016,1734.833333,Q55,04M,450311,344574,E01028102,E02005853,B1,E12000004,E07000172,-40,-0.303004088
NG163BH,2016,3873.75,Q55,04M,446632,346840,E01028112,E02005851,B1,E12000004,E07000172,-115,-0.015515941
NG163BS,2016,2784.083333,Q55,04M,446538,346753,E01028112,E02005851,B1,E12000004,E07000172,-115,-0.280774169
NG163HB,2016,2725.4,Q55,04L,447311,346494,E01028109,E02005852,B1,E12000004,E07000172,115,0.182751403
NG163HU,2016,1967.571429,Q55,04L,447151,346320,E01028109,E02005852,B1,E12000004,E07000172,115,0.045942883
NG165JW,2016,1247.75,Q55,04E,444561,351497,E01027945,E02005830,C1,E12000004,E07000170,39,0.653131697
NG166BT,2016,1651.583333,Q55,04E,447008,352780,E01027963,E02005829,B1,E12000004,E07000170,111,0.384478658
NG171AT,2016,1156.666667,Q55,04E,449387,358728,E01027976,E02005823,C1,E12000004,E07000170,-95,-0.219719542
NG171ES,2016,4979.416667,Q55,04E,449128,358658,E01027976,E02005823,C1,E12000004,E07000170,-95,-0.164131523
NG171JW,2016,3226.916667,Q55,04E,448275,358083,E01027992,E02005824,C1,E12000004,E07000170,1,0.17435659
NG172NF,2016,2949.75,Q55,04E,447072,359309,E01027987,E02005821,C1,E12000004,E07000170,75,0.378135096
NG173EE,2016,2995.583333,Q55,04E,448704,360823,E01027983,E02005819,C1,E12000004,E07000170,-69,0.663175916
NG174PD,2016,1719.333333,Q55,04E,450311,359886,E01027984,E02005820,C1,E12000004,E07000170,108,1.124896743
NG177AE,2016,1850.75,Q55,04E,450397,356326,E01027952,E02005826,C1,E12000004,E07000170,121,-0.310384634
NG177BG,2016,3155.416667,Q55,04E,450674,356140,E01027952,E02005826,C1,E12000004,E07000170,121,-0.086052358
NG177DG,2016,1273.75,Q55,04E,451212,356900,E01027951,E02005825,C1,E12000004,E07000170,-70,1.538682218
NG177LG,2016,1342.25,Q55,04E,450677,356170,E01027952,E02005826,C1,E12000004,E07000170,121,0.470851576
NG179JB,2016,1998.75,Q55,04E,449937,353512,E01027998,E02005828,C1,E12000004,E07000170,91,0.533967044
NG181EE,2016,896.75,Q55,04E,453847,360807,E01028268,E02005887,C1,E12000004,E07000174,13,-0.659199973
NG181QA,2016,937.25,Q55,04E,453440,361391,E01028284,E02005887,C1,E12000004,E07000174,-38,0.848829469
NG181QB,2016,1974.25,Q55,04E,453368,361346,E01028284,E02005887,C1,E12000004,E07000174,-38,0.876652716
NG181QQ,2016,4484.5,Q55,04E,453570,361431,E01028284,E02005887,C1,E12000004,E07000174,-38,0.034576231
NG182LT,2016,1976.333333,Q55,04E,454748,361417,E01028276,E02005888,C1,E12000004,E07000174,16,0.5812792
NG185GG,2016,6165.666667,Q55,04E,453159,360735,E01028268,E02005887,C1,E12000004,E07000174,13,-0.647171037
NG185PF,2016,2761.916667,Q55,04E,453343,361071,E01028247,E02005887,C1,E12000004,E07000174,126,1.21828386
NG190FW,2016,4987.25,Q55,04H,457745,362609,E01028237,E02005886,C1,E12000004,E07000174,13,-0.120869383
NG196AB,2016,4752.833333,Q55,04E,453216,361689,E01028227,E02005887,C1,E12000004,E07000174,-103,0.128516417
NG197JZ,2016,920.0833333,Q55,04E,452240,362915,E01033392,E02005885,C1,E12000004,E07000174,-101,0.594688342
NG197PE,2016,1067.75,Q55,04E,450176,364555,E01019503,E02004051,C1,E12000004,E07000033,115,1.30918573
NG198BL,2016,4548.583333,Q55,04E,454045,363292,E01028272,E02005884,C1,E12000004,E07000174,32,1.132231125
NG200BP,2016,1439.333333,Q55,04E,456693,368130,E01028223,E02005881,D1,E12000004,E07000174,31,1.105215916
NG208DG,2016,5280.666667,Q55,03Y,452487,367558,E01019507,E02004051,C1,E12000004,E07000033,72,-0.597757808
NG209QN,2016,2045.083333,Q55,04E,457980,369761,E01028257,E02005880,D1,E12000004,E07000174,111,0.305787831
NG210AD,2016,2007.416667,Q55,04H,459077,358096,E01028343,E02005898,D1,E12000004,E07000175,-65,-0.350148488
NG210HJ,2016,5.666666667,Q55,04E,457432,359574,E01028256,E02005891,C1,E12000004,E07000174,112,-8.245414701
NG210JP,2016,986.8333333,Q55,04H,459842,358346,E01028296,E02005898,D1,E12000004,E07000175,-118,1.797689006
NG210RB,2016,3938.083333,Q55,04H,459072,356304,E01028298,E02005898,D1,E12000004,E07000175,124,0.545068797
NG219QS,2016,2111,Q55,04H,462617,366727,E01028323,E02005894,D1,E12000004,E07000175,-114,0.597332223
NG220HT,2016,1621,Q51,02Q,474133,371050,E01028038,E02005849,D1,E12000004,E07000171,-89,1.104107271
NG228QB,2016,1020.333333,Q55,04H,464806,360961,E01028297,E02005897,D1,E12000004,E07000175,62,0.323722688
NG229SZ,2016,4165.333333,Q55,04H,466431,368227,E01028338,E02005893,D1,E12000004,E07000175,61,-1.249468642
NG22JG,2016,2661.916667,Q55,04K,457395,338805,E01013871,E02006905,B1,E12000004,E06000018,-98,0.193597331
NG235FR,2016,1937.416667,Q59,04Q,483358,345193,E01026355,E02005477,D1,E12000004,E07000141,-1,1.097959868
NG236PX,2016,1329.5,Q55,04H,479551,365838,E01028350,E02005895,E1,E12000004,E07000175,69,0.135368079
NG237LB,2016,2298.5,Q55,04H,483005,361666,E01028315,E02005896,D1,E12000004,E07000175,56,-0.030952293
NG23AJ,2016,3191.833333,Q55,04K,457469,339274,E01033402,E02006904,B1,E12000004,E06000018,105,-0.928731299
NG241QD,2016,4614.416667,Q55,04H,480158,353745,E01028335,E02005901,C1,E12000004,E07000175,-13,-1.177624511
NG241QH,2016,4702.25,Q55,04H,480206,353539,E01028294,E02005899,C1,E12000004,E07000175,-52,0.158329776
NG243HJ,2016,1835.166667,Q55,04H,481439,351313,E01028290,E02005903,C1,E12000004,E07000175,-61,0.103428582
NG244XG,2016,6000.916667,Q55,04H,479706,353624,E01028311,E02005899,C1,E12000004,E07000175,18,-0.078680745
NG24LG,2016,1384.916667,Q55,04K,458707,339718,E01013919,E02002896,B1,E12000004,E06000018,56,-0.493275216
NG24PJ,2016,2611.5,Q55,04K,458230,339747,E01013920,E02002896,B1,E12000004,E06000018,67,-0.341519291
NG250AL,2016,4052.583333,Q55,04H,470062,354297,E01028346,E02005900,D1,E12000004,E07000175,49,0.115176938
NG26PS,2016,1788.666667,Q55,04N,460570,336694,E01028375,E02005911,B1,E12000004,E07000176,-66,-0.015902385
NG27PG,2016,3446.833333,Q55,04N,458420,337391,E01028418,E02005910,B1,E12000004,E07000176,40,0.19552449
NG27PX,2016,1443.25,Q55,04N,458433,337275,E01028418,E02005910,B1,E12000004,E07000176,40,-0.157268595
NG27SD,2016,8844.416667,Q55,04N,457576,337350,E01028365,E02005912,B1,E12000004,E07000176,26,0.070762963
NG316HR,2016,5030.416667,Q59,04Q,491658,335208,E01026318,E02005481,C1,E12000004,E07000141,-11,-0.345649403
NG316QA,2016,5348,Q59,04Q,491569,335604,E01026323,E02005479,C1,E12000004,E07000141,70,0.920845071
NG316RQ,2016,2377,Q59,04Q,491377,336014,E01026323,E02005479,C1,E12000004,E07000141,70,0.628352663
NG317XT,2016,2086.166667,Q59,04Q,490045,334598,E01026308,E02005480,C1,E12000004,E07000141,28,1.666364237
NG319NS,2016,1815.25,Q59,04Q,493164,336752,E01026328,E02005478,C1,E12000004,E07000141,-92,0.292207629
NG321LX,2016,443.9166667,Q59,04Q,483634,333739,E01026315,E02005484,E1,E12000004,E07000141,-51,0.926206908
NG321QS,2016,567.75,Q59,04Q,483524,329054,E01025887,E02005391,F1,E12000004,E07000133,24,1.868144716
NG323PP,2016,2947.166667,Q59,04Q,498366,343725,E01026314,E02005476,D1,E12000004,E07000141,0,1.189164223
NG32FW,2016,2935.166667,Q55,04K,458640,340410,E01013954,E02002888,B1,E12000004,E06000018,24,-0.882650166
NG334BB,2016,1457.166667,Q59,04Q,500260,324637,E01026316,E02005482,E1,E12000004,E07000141,-22,0.190712294
NG334RZ,2016,1207.583333,Q59,04Q,498771,318435,E01026338,E02005484,E1,E12000004,E07000141,119,1.403053498
NG335NJ,2016,803.8333333,Q59,04Q,493167,324097,E01026331,E02005484,D1,E12000004,E07000141,38,1.554163685
NG33GG,2016,3354.416667,Q55,04K,458078,340897,E01013960,E02002888,B1,E12000004,E06000018,-61,-0.440849992
NG340QQ,2016,2094.583333,Q59,04Q,511719,334197,E01026361,E02005483,D1,E12000004,E07000141,45,0.188619947
NG347HD,2016,6158.166667,Q59,04Q,507042,345683,E01026232,E02005462,C1,E12000004,E07000139,-4,1.001779833
NG349GQ,2016,2536.166667,Q59,04Q,507288,351302,E01026223,E02005460,D1,E12000004,E07000139,59,1.12876571
NG349QP,2016,3083.416667,Q59,04Q,513626,344002,E01026202,E02005464,D1,E12000004,E07000139,-8,0.988670467
NG35AQ,2016,706.4166667,Q55,04K,457422,341554,E01013941,E02002882,B1,E12000004,E06000018,17,-1.382063694
NG35LB,2016,2039.666667,Q55,04L,459239,343562,E01028214,E02005873,B1,E12000004,E07000173,14,-0.363808243
NG36EU,2016,1257.666667,Q55,04L,460296,342940,E01028204,E02005874,B1,E12000004,E07000173,9,1.01018385
NG36EW,2016,1811.75,Q55,04L,460010,343069,E01028197,E02005874,B1,E12000004,E07000173,-109,-1.210854819
NG37DQ,2016,2192.666667,Q55,04K,459311,340272,E01013917,E02002891,B1,E12000004,E06000018,-69,-0.889195393
NG37EJ,2016,1678,Q55,04K,460220,340689,E01013915,E02002891,B1,E12000004,E06000018,-103,-0.976187444
NG41BJ,2016,809.6666667,Q55,04L,461266,341323,E01028158,E02005878,B1,E12000004,E07000173,-75,-0.117079569
NG41HQ,2016,1843.416667,Q55,04L,459519,341230,E01028161,E02005877,B1,E12000004,E07000173,-93,0.036943481
NG42NJ,2016,3897.083333,Q55,04L,462251,341211,E01028185,E02005879,B1,E12000004,E07000173,10,-0.200258798
